stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,44,5.66374037e-03,793.206282
lbfgs,1.000000,44,5.42170119e-03,803.137748
best:lbfgs,1.000000,44,5.42170119e-03,803.137748
