stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,47,7.26315055e-02,624.110004
lbfgs,0.500000,47,1.90784368e-02,656.989007
best:lbfgs,0.500000,47,1.90784368e-02,656.989007
