step,loss
0,563.737060546875
1,503.0894470214844
2,107.9000244140625
3,38.55609893798828
4,23.11992073059082
5,20.68145751953125
6,19.642719268798828
7,16.771291732788086
8,14.451850891113281
9,12.407638549804688
10,11.309747695922852
11,10.850058555603027
12,9.65650749206543
13,8.595542907714844
14,7.878347873687744
15,6.381007194519043
16,5.5571370124816895
17,4.705604553222656
18,3.9530787467956543
19,3.104489803314209
20,2.773404598236084
21,2.548103094100952
22,2.39143967628479
23,2.0809450149536133
24,1.9047505855560303
25,1.6613976955413818
26,1.4789552688598633
27,1.3408565521240234
28,1.1893023252487183
29,1.008836030960083
30,0.8968847990036011
31,0.8610875010490417
32,0.8542091846466064
33,0.8476317524909973
34,0.8180077075958252
35,0.796128511428833
36,0.7814455032348633
37,0.775918185710907
38,0.7723658084869385
39,0.7664875984191895
40,0.7575584053993225
41,0.7353572845458984
42,0.7150445580482483
43,0.684167206287384
44,0.6690075993537903
45,0.6510693430900574
46,0.6326205730438232
47,0.6217744946479797
48,0.6113619804382324
49,0.5949456095695496
50,0.5764580368995667
51,0.5522612929344177
52,0.5465750098228455
53,0.5457739233970642
54,0.5456609129905701
55,0.5453360676765442
56,0.5435489416122437
57,0.5401406288146973
58,0.53094881772995
59,0.5131648778915405
60,0.4892345070838928
61,0.4744921624660492
62,0.48122915625572205
63,0.46656933426856995
64,0.4627344608306885
65,0.4626557528972626
66,0.4603569805622101
67,0.4579017758369446
68,0.45625609159469604
69,0.4551504850387573
70,0.4545297622680664
71,0.4541265368461609
72,0.4537750482559204
73,0.45319533348083496
74,0.45187047123908997
75,0.44908463954925537
76,0.4454839825630188
77,0.444789856672287
78,0.4438832700252533
79,0.44041454792022705
80,0.4377710223197937
81,0.43650972843170166
82,0.4358811378479004
83,0.4354799687862396
84,0.43531590700149536
85,0.4352050721645355
86,0.4350001811981201
87,0.43449294567108154
88,0.43321850895881653
89,0.43015986680984497
90,0.4285295903682709
91,0.4265716075897217
92,0.42059916257858276
93,0.4206473231315613
94,0.4193643033504486
95,0.42089149355888367
96,0.4186971187591553
97,0.41798141598701477
98,0.41773658990859985
99,0.41762280464172363
100,0.4175622761249542
101,0.41753125190734863
102,0.4174879491329193
103,0.4173891246318817
104,0.4172195792198181
105,0.4169609844684601
106,0.4167115092277527
107,0.41648945212364197
108,0.4161919951438904
109,0.4158097505569458
110,0.41546231508255005
111,0.415249764919281
112,0.4151149392127991
113,0.41497641801834106
114,0.4148067235946655
115,0.4144333302974701
116,0.41392168402671814
117,0.41309526562690735
118,0.4119206964969635
119,0.41029033064842224
120,0.4086971879005432
121,0.4086660146713257
122,0.40812575817108154
123,0.4077777862548828
124,0.40766459703445435
125,0.4075795114040375
126,0.4075300395488739
127,0.4074932932853699
128,0.4074716567993164
129,0.40743333101272583
130,0.407254159450531
131,0.4070366322994232
132,0.4064096212387085
133,0.40511029958724976
134,0.40281397104263306
135,0.4006023108959198
136,0.42430299520492554
137,0.3972034454345703
138,0.39510390162467957
139,0.4047432541847229
140,0.39247235655784607
141,0.4216242730617523
142,0.38741013407707214
143,0.38761061429977417
144,0.3849004805088043
145,0.38280877470970154
146,0.37881824374198914
147,0.3770539462566376
148,0.3762887716293335
149,0.376083105802536
150,0.37592893838882446
151,0.37574446201324463
152,0.3754899203777313
153,0.37485024333000183
154,0.3744848072528839
155,0.37420517206192017
156,0.37349092960357666
157,0.3725537359714508
158,0.3710225224494934
159,0.3698306679725647
160,0.3693386912345886
161,0.3683602511882782
162,0.36847564578056335
163,0.367877334356308
164,0.3673323690891266
165,0.3666847050189972
166,0.3662126660346985
167,0.36588239669799805
168,0.3656049370765686
169,0.365424245595932
170,0.36518174409866333
171,0.364664763212204
172,0.36345812678337097
173,0.36094987392425537
174,0.3576953709125519
175,0.3536524772644043
176,0.35012659430503845
177,0.3500879406929016
178,0.3470846712589264
179,0.3477883040904999
180,0.3456968367099762
181,0.3442457318305969
182,0.3455272614955902
183,0.34315529465675354
184,0.3442416787147522
185,0.3415795862674713
186,0.3407929539680481
187,0.3395506739616394
188,0.3385160267353058
189,0.3376370370388031
190,0.3369027376174927
191,0.3365577161312103
192,0.3359168469905853
193,0.34200364351272583
194,0.3357503116130829
195,0.33558493852615356
196,0.33501946926116943
197,0.33479371666908264
198,0.3346240818500519
199,0.33443307876586914
200,0.3341834545135498
201,0.3338170647621155
202,0.3334539532661438
203,0.33331966400146484
204,0.333243191242218
205,0.3332142233848572
206,0.3331882953643799
207,0.33316197991371155
208,0.3331264555454254
209,0.3330589234828949
210,0.33298221230506897
211,0.3374941349029541
212,0.332953542470932
213,0.33286964893341064
214,0.33270734548568726
215,0.33254769444465637
216,0.3323436975479126
217,0.33202603459358215
218,0.3315700590610504
219,0.3308166563510895
220,0.32959264516830444
221,0.32769104838371277
222,0.32851022481918335
223,0.32670852541923523
224,0.32513177394866943
225,0.32613828778266907
226,0.3241324722766876
227,0.32364895939826965
228,0.3228875994682312
229,0.3225635886192322
230,0.32234904170036316
231,0.32214000821113586
232,0.32202398777008057
233,0.32186785340309143
234,0.3216482698917389
235,0.32128074765205383
236,0.3205379843711853
237,0.3199693262577057
238,0.31958308815956116
239,0.3190731108188629
240,0.3187430500984192
241,0.31824588775634766
242,0.31799396872520447
243,0.31778472661972046
244,0.31750941276550293
245,0.3171646296977997
246,0.3162369430065155
247,0.31551581621170044
248,0.31547167897224426
249,0.3150731027126312
250,0.31448492407798767
251,0.3143578767776489
252,0.3140051066875458
253,0.31385359168052673
254,0.31364262104034424
255,0.3133705258369446
256,0.3132733404636383
257,0.31307876110076904
258,0.31289538741111755
259,0.31271442770957947
260,0.3126178979873657
261,0.3125375509262085
262,0.3124106526374817
263,0.31226846575737
264,0.31198689341545105
265,0.3116360008716583
266,0.3108421266078949
267,0.31022951006889343
268,0.3092883825302124
269,0.3095194697380066
270,0.3073973059654236
271,0.3052433729171753
272,0.30293598771095276
273,0.3069726228713989
274,0.3018087148666382
275,0.301252156496048
276,0.30060964822769165
277,0.3006019592285156
278,0.3004925847053528
279,0.3003386855125427
280,0.3002001941204071
281,0.30010950565338135
282,0.30000433325767517
283,0.2999466359615326
284,0.29986846446990967
285,0.2997925579547882
286,0.29968783259391785
287,0.29953810572624207
288,0.2993132770061493
289,0.29895490407943726
290,0.29834097623825073
291,0.29868072271347046
292,0.29792162775993347
293,0.29734987020492554
294,0.29730224609375
295,0.2968842089176178
296,0.2961800992488861
297,0.2955598831176758
298,0.29492270946502686
299,0.29469504952430725
300,0.294287770986557
301,0.29374366998672485
302,0.29282495379447937
303,0.2927969992160797
304,0.292473167181015
305,0.29226139187812805
306,0.2912759482860565
307,0.2903998792171478
308,0.28915882110595703
309,0.28849416971206665
310,0.28827965259552
311,0.28940191864967346
312,0.2876797616481781
313,0.2875078022480011
314,0.28703582286834717
315,0.28689154982566833
316,0.28657424449920654
317,0.28657570481300354
318,0.28642329573631287
319,0.2861894369125366
320,0.28578001260757446
321,0.28549304604530334
322,0.28509950637817383
323,0.2869674563407898
324,0.2849356234073639
325,0.28484219312667847
326,0.28459659218788147
327,0.2843705713748932
328,0.28402945399284363
329,0.28653499484062195
330,0.2837928831577301
331,0.28330501914024353
332,0.28490427136421204
333,0.2830565273761749
334,0.2830670475959778
335,0.2828139066696167
336,0.28270450234413147
337,0.28258243203163147
338,0.28245046734809875
339,0.282349556684494
340,0.2822241485118866
341,0.28216391801834106
342,0.2821055054664612
343,0.28200647234916687
344,0.2819211781024933
345,0.2816774249076843
346,0.2815493643283844
347,0.2813956141471863
348,0.28104135394096375
349,0.28054535388946533
350,0.2800390422344208
351,0.27933192253112793
352,0.28105294704437256
353,0.2791110575199127
