t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,2.70238015e-04,1.21913508e-04,5.28514385e-04
0.5,0.5128205418586731,2.03492456e-03,9.36229131e-04,2.52151489e-03
1.0,1.0256409645080566,3.87133032e-03,1.79113203e-03,4.25338745e-03
1.5,1.4871795177459717,4.47705298e-03,2.13589659e-03,5.43817878e-03
2.0,2.0,5.09084664e-03,2.48157862e-03,5.37461042e-03
