x,y,exact,predicted,abs_error
-0.31142285466194153,-1.2597193717956543,-0.38259652256965637,-0.38226374983787537,0.00033277273178100586
-0.30581164360046387,-1.2597193717956543,-0.3925568163394928,-0.3941468596458435,0.001590043306350708
-0.3002004027366638,-1.2597193717956543,-0.4023951292037964,-0.4058580696582794,0.0034629404544830322
-0.29458919167518616,-1.2597193717956543,-0.4121083915233612,-0.4173920154571533,0.005283623933792114
-0.2889779806137085,-1.2597193717956543,-0.4216935932636261,-0.42874616384506226,0.007052570581436157
-0.3394789695739746,-1.254108190536499,-0.3372270464897156,-0.3262512683868408,0.010975778102874756
-0.33386775851249695,-1.254108190536499,-0.3479456603527069,-0.3390568494796753,0.008888810873031616
-0.3282565176486969,-1.254108190536499,-0.3585561513900757,-0.35171157121658325,0.006844580173492432
-0.32264530658721924,-1.254108190536499,-0.36905527114868164,-0.3642106354236603,0.004844635725021362
-0.3170340955257416,-1.254108190536499,-0.3794395923614502,-0.3765505850315094,0.002889007329940796
-0.31142285466194153,-1.254108190536499,-0.3897061049938202,-0.38872432708740234,0.0009817779064178467
-0.30581164360046387,-1.254108190536499,-0.3998515009880066,-0.40073129534721375,0.0008797943592071533
-0.3002004027366638,-1.254108190536499,-0.4098726212978363,-0.41256454586982727,0.002691924571990967
-0.29458919167518616,-1.254108190536499,-0.419766366481781,-0.42422112822532654,0.004454761743545532
-0.2889779806137085,-1.254108190536499,-0.42952969670295715,-0.43569469451904297,0.006164997816085815
-0.28336673974990845,-1.254108190536499,-0.4391595423221588,-0.44698432087898254,0.00782477855682373
-0.2777555286884308,-1.254108190536499,-0.44865289330482483,-0.4580830931663513,0.00943019986152649
-0.2721443176269531,-1.254108190536499,-0.4580068588256836,-0.46898776292800903,0.01098090410232544
-0.2665330767631531,-1.254108190536499,-0.4672185480594635,-0.4796949028968811,0.012476354837417603
-0.2609218657016754,-1.254108190536499,-0.4762849509716034,-0.4902018904685974,0.013916939496994019
-0.25531065464019775,-1.254108190536499,-0.48520341515541077,-0.5005024075508118,0.015298992395401001
-0.35631263256073,-1.2484970092773438,-0.30991578102111816,-0.2923751175403595,0.017540663480758667
-0.3507014214992523,-1.2484970092773438,-0.32113632559776306,-0.305729478597641,0.01540684700012207
-0.34509021043777466,-1.2484970092773438,-0.3322570025920868,-0.31894707679748535,0.01330992579460144
-0.3394789695739746,-1.2484970092773438,-0.34327447414398193,-0.3320232629776001,0.011251211166381836
-0.33386775851249695,-1.2484970092773438,-0.3541853129863739,-0.34495267271995544,0.009232640266418457
-0.3282565176486969,-1.2484970092773438,-0.3649860918521881,-0.35773104429244995,0.007255047559738159
-0.32264530658721924,-1.2484970092773438,-0.37567347288131714,-0.37035197019577026,0.005321502685546875
-0.3170340955257416,-1.2484970092773438,-0.3862440288066864,-0.3828136920928955,0.0034303367137908936
-0.31142285466194153,-1.2484970092773438,-0.3966946601867676,-0.39511027932167053,0.001584380865097046
-0.30581164360046387,-1.2484970092773438,-0.40702196955680847,-0.4072382152080536,0.0002162456512451172
-0.3002004027366638,-1.2484970092773438,-0.417222797870636,-0.41919106245040894,0.0019682645797729492
-0.29458919167518616,-1.2484970092773438,-0.427293986082077,-0.43096745014190674,0.003673464059829712
-0.2889779806137085,-1.2484970092773438,-0.4372324049472809,-0.4425591826438904,0.005326777696609497
-0.28336673974990845,-1.2484970092773438,-0.44703492522239685,-0.4539676606655121,0.006932735443115234
-0.2777555286884308,-1.2484970092773438,-0.45669853687286377,-0.46518421173095703,0.008485674858093262
-0.2721443176269531,-1.2484970092773438,-0.4662202298641205,-0.4762060344219208,0.009985804557800293
-0.2665330767631531,-1.2484970092773438,-0.4755971133708954,-0.48702824115753174,0.011431127786636353
-0.2609218657016754,-1.2484970092773438,-0.48482611775398254,-0.49764999747276306,0.012823879718780518
-0.25531065464019775,-1.2484970092773438,-0.4939045011997223,-0.5080641508102417,0.01415964961051941
-0.2496994137763977,-1.2484970092773438,-0.5028294324874878,-0.5182695388793945,0.015440106391906738
-0.24408820271492004,-1.2484970092773438,-0.5115981101989746,-0.5282597541809082,0.016661643981933594
-0.2384769767522812,-1.2484970092773438,-0.5202078223228455,-0.5380338430404663,0.01782602071762085
-0.3675350844860077,-1.242885708808899,-0.2921595275402069,-0.27036380767822266,0.021795719861984253
-0.36192387342453003,-1.242885708808899,-0.3037666082382202,-0.2841017246246338,0.019664883613586426
-0.35631263256073,-1.242885708808899,-0.3152793347835541,-0.2977111339569092,0.017568200826644897
-0.3507014214992523,-1.242885708808899,-0.3266940712928772,-0.3111886978149414,0.015505373477935791
-0.34509021043777466,-1.242885708808899,-0.33800721168518066,-0.3245280086994171,0.01347920298576355
-0.3394789695739746,-1.242885708808899,-0.3492153584957123,-0.33772653341293335,0.01148882508277893
-0.33386775851249695,-1.242885708808899,-0.3603150248527527,-0.35077595710754395,0.00953906774520874
-0.3282565176486969,-1.242885708808899,-0.3713027238845825,-0.36367613077163696,0.007626593112945557
-0.32264530658721924,-1.242885708808899,-0.3821750581264496,-0.3764188289642334,0.0057562291622161865
-0.3170340955257416,-1.242885708808899,-0.3929285407066345,-0.38900014758110046,0.003928393125534058
-0.31142285466194153,-1.242885708808899,-0.4035600423812866,-0.4014168083667755,0.0021432340145111084
-0.30581164360046387,-1.242885708808899,-0.4140661060810089,-0.41366398334503174,0.00040212273597717285
-0.3002004027366638,-1.242885708808899,-0.42444345355033875,-0.425735205411911,0.0012917518615722656
-0.29458919167518616,-1.242885708808899,-0.434688925743103,-0.43762892484664917,0.0029399991035461426
-0.2889779806137085,-1.242885708808899,-0.44479936361312866,-0.4493396282196045,0.00454026460647583
-0.28336673974990845,-1.242885708808899,-0.4547715485095978,-0.4608631432056427,0.006091594696044922
-0.2777555286884308,-1.242885708808899,-0.46460238099098206,-0.47219422459602356,0.007591843605041504
-0.2721443176269531,-1.242885708808899,-0.47428885102272034,-0.48333126306533813,0.009042412042617798
-0.2665330767631531,-1.242885708808899,-0.48382800817489624,-0.49426764249801636,0.010439634323120117
-0.2609218657016754,-1.242885708808899,-0.49321675300598145,-0.5050021409988403,0.011785387992858887
-0.25531065464019775,-1.242885708808899,-0.5024522542953491,-0.5155271887779236,0.013074934482574463
-0.2496994137763977,-1.242885708808899,-0.51153165102005,-0.525843620300293,0.01431196928024292
-0.24408820271492004,-1.242885708808899,-0.520452082157135,-0.535944402217865,0.01549232006072998
-0.2384769767522812,-1.242885708808899,-0.5292107462882996,-0.5458260774612427,0.016615331172943115
-0.23286575078964233,-1.242885708808899,-0.5378049612045288,-0.5554861426353455,0.01768118143081665
-0.22725452482700348,-1.242885708808899,-0.5462321043014526,-0.5649206638336182,0.018688559532165527
-0.37314629554748535,-1.2372745275497437,-0.28514564037323,-0.261412113904953,0.023733526468276978
-0.3675350844860077,-1.2372745275497437,-0.29703882336616516,-0.2753922641277313,0.021646559238433838
-0.36192387342453003,-1.2372745275497437,-0.3088397681713104,-0.2892507314682007,0.01958903670310974
-0.35631263256073,-1.2372745275497437,-0.3205447494983673,-0.3029823303222656,0.017562419176101685
-0.3507014214992523,-1.2372745275497437,-0.3321501314640045,-0.31657952070236206,0.015570610761642456
-0.34509021043777466,-1.2372745275497437,-0.34365221858024597,-0.3300391435623169,0.013613075017929077
-0.3394789695739746,-1.2372745275497437,-0.3550475537776947,-0.34335771203041077,0.011689841747283936
-0.33386775851249695,-1.2372745275497437,-0.3663325905799866,-0.3565267324447632,0.009805858135223389
-0.3282565176486969,-1.2372745275497437,-0.37750378251075745,-0.36954644322395325,0.0079573392868042
-0.32264530658721924,-1.2372745275497437,-0.38855770230293274,-0.38240668177604675,0.006151020526885986
-0.3170340955257416,-1.2372745275497437,-0.3994907736778259,-0.3951064944267273,0.004384279251098633
-0.31142285466194153,-1.2372745275497437,-0.4102998375892639,-0.40764161944389343,0.0026582181453704834
-0.30581164360046387,-1.2372745275497437,-0.42098134756088257,-0.42000481486320496,0.0009765326976776123
-0.3002004027366638,-1.2372745275497437,-0.43153202533721924,-0.4321940541267395,0.0006620287895202637
-0.29458919167518616,-1.2372745275497437,-0.4419485926628113,-0.4442025423049927,0.0022539496421813965
-0.2889779806137085,-1.2372745275497437,-0.4522278606891632,-0.45602846145629883,0.00380060076713562
-0.28336673974990845,-1.2372745275497437,-0.46236661076545715,-0.46766582131385803,0.005299210548400879
-0.2777555286884308,-1.2372745275497437,-0.47236162424087524,-0.47911134362220764,0.0067497193813323975
-0.2721443176269531,-1.2372745275497437,-0.4822098910808563,-0.49036094546318054,0.008151054382324219
-0.2665330767631531,-1.2372745275497437,-0.49190834164619446,-0.5014089345932007,0.009500592947006226
-0.2609218657016754,-1.2372745275497437,-0.5014538764953613,-0.5122535824775696,0.010799705982208252
-0.25531065464019775,-1.2372745275497437,-0.5108436346054077,-0.5228904485702515,0.01204681396484375
-0.2496994137763977,-1.2372745275497437,-0.5200746059417725,-0.5333143472671509,0.013239741325378418
-0.24408820271492004,-1.2372745275497437,-0.5291440486907959,-0.5435217022895813,0.0143776535987854
-0.2384769767522812,-1.2372745275497437,-0.538049042224884,-0.5535113215446472,0.015462279319763184
