stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,43,1.31952687e-02,629.068710
lbfgs,1.000000,43,5.08482070e-03,650.606703
pso,1.000000,43,1.40362696e+00,663.401337
best:lbfgs,1.000000,43,5.08482070e-03,650.606703
