t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,1.08213717e-02,5.22378227e-03,1.30087733e-02
0.5,0.5128205418586731,1.17145306e-01,5.44731654e-02,1.38546288e-01
1.0,1.0256409645080566,2.02253169e-01,9.44161564e-02,2.29936361e-01
1.5,1.4871795177459717,2.58370238e-01,1.22934468e-01,2.65299201e-01
2.0,2.0,2.61030369e-01,1.22580521e-01,2.85331905e-01
