group,scenario,method,arch,adam_obj,lbfgs_obj,pso_obj,best_stage,best_obj,global_rank_by_best_obj
baseline,baseline_original,baseline,L5_N96,19.5635929107666,3.2609121799468994,3260.533447265625,lbfgs,3.2609121799468994,6
baseline_refine5000,baseline_from_adam_lbfgs5000,baseline,L5_N96,19.5635929107666,0.008148607797920704,,lbfgs,0.008148607797920704,2
baseline_refine5000,baseline_from_adam_pso,baseline,L5_N96,19.5635929107666,,3260.533447265625,adam,19.5635929107666,9
pipeline_final,nsga2_pipeline_final,nsga2,L6_N132,8.331409454345703,4.310217380523682,4584.9853515625,lbfgs,4.310217380523682,7
pipeline_final,nsga3_pipeline_final,nsga3,L6_N141,14.64094066619873,5.451700687408447,8739.5283203125,lbfgs,5.451700687408447,8
pipeline_final,bayesian_pipeline_final,bayesian,L5_N121,0.027310121804475784,0.04249468818306923,5481.6689453125,adam,0.027310121804475784,5
method_refine5000,nsga2_best_adam_refine,nsga2,L6_N132,97.24772644042969,0.0049284580163657665,809.893798828125,lbfgs,0.0049284580163657665,1
method_refine5000,nsga3_best_adam_refine,nsga3,L6_N141,94.10630798339844,0.01512310653924942,2025.5638427734375,lbfgs,0.01512310653924942,3
method_refine5000,bayesian_best_adam_refine,bayesian,L5_N121,148.88018798828125,0.021403033286333084,864.7083740234375,lbfgs,0.021403033286333084,4
