stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,46,3.68640381e-02,763.784872
lbfgs,1.000000,46,2.32123753e-03,844.000975
pso,1.000000,46,2.51876088e+00,813.760780
best:lbfgs,1.000000,46,2.32123753e-03,844.000975
