t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,4.36024927e-04,1.59622330e-04,1.08093023e-03
0.5,0.5128205418586731,4.29922446e-03,2.03292374e-03,4.73225117e-03
1.0,1.0256409645080566,8.35085479e-03,4.05565230e-03,1.01687014e-02
1.5,1.4871795177459717,1.11293180e-02,5.50352503e-03,1.10518336e-02
2.0,2.0,1.20704279e-02,5.94880758e-03,1.26692057e-02
