stage,train_loss,rel_l2,elapsed_sec
adam,0.0011767256073653698,0.32084984952190976,1462.5726189631969
lbfgs,7.583480328321457e-05,0.0008820994665456319,118.22725683264434
pso,5.829482555389404,0.3419751002598411,29.611562374979258
