t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,6.71999443e-04,3.29241797e-04,7.92019069e-04
0.5,0.5128205418586731,3.69751766e-03,1.78566319e-03,3.94463539e-03
1.0,1.0256409645080566,6.39863521e-03,2.83776131e-03,7.22491741e-03
1.5,1.4871795177459717,7.10748190e-03,2.94800848e-03,9.47713852e-03
2.0,2.0,7.58064665e-03,3.65846907e-03,8.07422400e-03
