y_layer,x_coord,delta_disp_error_vs_baseline
-0.20000000298023224,0.0,-0.013150637038052082
-0.10000000149011612,0.0,-0.002033949363976717
0.0,0.0,-0.018586328253149986
0.10000000149011612,0.0,-0.03643284738063812
0.20000000298023224,0.0,-0.053952813148498535
