stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,47,1.10721380e-02,816.288075
lbfgs,0.500000,47,1.10705586e-02,817.051103
best:lbfgs,0.500000,47,1.10705586e-02,817.051103
