t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,1.83275153e-04,7.93702711e-05,2.87711620e-04
0.5,0.5128205418586731,2.43252048e-03,1.07548805e-03,3.34620476e-03
1.0,1.0256409645080566,2.63703735e-03,1.30254286e-03,2.86757946e-03
1.5,1.4871795177459717,2.93935390e-03,1.44914014e-03,3.23796272e-03
2.0,2.0,2.90760847e-03,1.42350467e-03,3.26552987e-03
