stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,43,4.66767535e-02,609.635811
lbfgs,0.500000,43,1.97977607e-03,684.554066
pso,0.500000,43,1.16101872e+00,643.412400
best:lbfgs,0.500000,43,1.97977607e-03,684.554066
