y_coord,time_s,delta_temp_error_vs_baseline
-0.20000000298023224,0.0,-1.5396728515625
-0.20000000298023224,5.0,2.24700927734375
-0.20000000298023224,10.0,2.7877197265625
-0.20000000298023224,15.0,2.5850830078125
-0.20000000298023224,20.0,2.61346435546875
-0.20000000298023224,25.0,2.7576904296875
-0.20000000298023224,30.0,3.21136474609375
-0.06666666269302368,0.0,-3.04241943359375
-0.06666666269302368,5.0,3.7066650390625
-0.06666666269302368,10.0,4.036376953125
-0.06666666269302368,15.0,3.82537841796875
-0.06666666269302368,20.0,3.90301513671875
-0.06666666269302368,25.0,3.942138671875
-0.06666666269302368,30.0,4.10723876953125
0.06666667759418488,0.0,-4.76666259765625
0.06666667759418488,5.0,5.2364501953125
0.06666667759418488,10.0,5.3326416015625
0.06666667759418488,15.0,5.0972900390625
0.06666667759418488,20.0,5.2027587890625
0.06666667759418488,25.0,5.11688232421875
0.06666667759418488,30.0,4.982177734375
0.19999998807907104,0.0,-6.63690185546875
0.19999998807907104,5.0,6.82366943359375
0.19999998807907104,10.0,6.661865234375
0.19999998807907104,15.0,6.388427734375
0.19999998807907104,20.0,6.501220703125
0.19999998807907104,25.0,6.27069091796875
0.19999998807907104,30.0,5.82830810546875
