y_layer,x_coord,delta_disp_error_vs_baseline
-0.20000000298023224,0.0,-0.012735450640320778
-0.10000000149011612,0.0,-0.0018223949009552598
0.0,0.0,-0.018212376162409782
0.10000000149011612,0.0,-0.03621385246515274
0.20000000298023224,0.0,-0.0538182370364666
