y_layer,x_coord,abs_uy_error
-0.20000000298023224,-0.6499999761581421,0.08109835535287857
-0.20000000298023224,-0.6337500214576721,0.0785030722618103
-0.20000000298023224,-0.6175000071525574,0.07593671977519989
-0.20000000298023224,-0.6012499928474426,0.07340434938669205
-0.20000000298023224,-0.5849999785423279,0.07090180367231369
-0.20000000298023224,-0.5687500238418579,0.06843184679746628
-0.20000000298023224,-0.5525000095367432,0.06598396599292755
-0.20000000298023224,-0.5362499952316284,0.06357363611459732
-0.20000000298023224,-0.5199999809265137,0.061201680451631546
-0.20000000298023224,-0.5037500262260437,0.05884973704814911
-0.20000000298023224,-0.48750001192092896,0.05653565376996994
-0.20000000298023224,-0.4712499976158142,0.05425050109624863
-0.20000000298023224,-0.45500001311302185,0.05199175328016281
-0.20000000298023224,-0.4387499988079071,0.04976266995072365
-0.20000000298023224,-0.42250001430511475,0.04757716879248619
-0.20000000298023224,-0.40625,0.04541183263063431
-0.20000000298023224,-0.38999998569488525,0.043271198868751526
-0.20000000298023224,-0.3737500011920929,0.04116641357541084
-0.20000000298023224,-0.35749998688697815,0.03909974917769432
-0.20000000298023224,-0.3412500023841858,0.037055980414152145
-0.20000000298023224,-0.32499998807907104,0.03503841534256935
-0.20000000298023224,-0.3087500035762787,0.03305576741695404
-0.20000000298023224,-0.29249998927116394,0.03111123852431774
-0.20000000298023224,-0.2762500047683716,0.02918042242527008
-0.20000000298023224,-0.25999999046325684,0.02729412354528904
-0.20000000298023224,-0.24375000596046448,0.025428349152207375
-0.20000000298023224,-0.22750000655651093,0.023597443476319313
-0.20000000298023224,-0.21125000715255737,0.021790210157632828
-0.20000000298023224,-0.19499999284744263,0.020015113055706024
-0.20000000298023224,-0.17874999344348907,0.018273692578077316
-0.20000000298023224,-0.16249999403953552,0.016560280695557594
-0.20000000298023224,-0.14624999463558197,0.014885501004755497
-0.20000000298023224,-0.12999999523162842,0.013216599822044373
-0.20000000298023224,-0.11375000327825546,0.011597678996622562
-0.20000000298023224,-0.09749999642372131,0.010001501999795437
-0.20000000298023224,-0.08124999701976776,0.00843322928994894
-0.20000000298023224,-0.06499999761581421,0.006895490922033787
-0.20000000298023224,-0.04874999821186066,0.00539055559784174
-0.20000000298023224,-0.032499998807907104,0.0039040343835949898
-0.20000000298023224,-0.016249999403953552,0.002451759995892644
-0.20000000298023224,0.0,0.0010360029991716146
-0.20000000298023224,0.016249999403953552,0.00035891681909561157
-0.20000000298023224,0.032499998807907104,0.0017205688636749983
-0.20000000298023224,0.04874999821186066,0.0030631369445472956
-0.20000000298023224,0.06499999761581421,0.0043687764555215836
-0.20000000298023224,0.08124999701976776,0.005648316815495491
-0.20000000298023224,0.09749999642372131,0.006904750131070614
-0.20000000298023224,0.11375000327825546,0.00812482088804245
-0.20000000298023224,0.12999999523162842,0.009320753626525402
-0.20000000298023224,0.14624999463558197,0.010484966449439526
-0.20000000298023224,0.16249999403953552,0.0116248345002532
-0.20000000298023224,0.17874999344348907,0.012739582918584347
-0.20000000298023224,0.19499999284744263,0.013819413259625435
-0.20000000298023224,0.21125000715255737,0.01487479917705059
-0.20000000298023224,0.22750000655651093,0.015905993059277534
