stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,46,1.96455182e-02,614.499146
lbfgs,1.000000,46,2.54814716e-03,658.330113
pso,1.000000,46,4.15712273e+00,648.208312
best:lbfgs,1.000000,46,2.54814716e-03,658.330113
