stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,45,2.73920260e-02,594.703812
lbfgs,0.100000,45,4.11256069e-03,612.280565
pso,0.100000,45,8.99014216e-01,616.177404
best:lbfgs,0.100000,45,4.11256069e-03,612.280565
