t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,6.83539202e-04,2.74567108e-04,1.31142139e-03
0.5,0.5128205418586731,6.68484195e-03,3.06555489e-03,1.07630417e-02
1.0,1.0256409645080566,1.25619544e-02,5.86554687e-03,1.77773833e-02
1.5,1.4871795177459717,1.65636355e-02,7.37738190e-03,2.56567597e-02
2.0,2.0,1.65289729e-02,7.04216445e-03,2.70307660e-02
