epoch,total,physics,heat,visc,ic,bc,bc_disp,bc_flux,data,data_temp,data_disp
0,440.84210205078125,0.4531634747982025,0.4225369989871979,0.030626479536294937,292243.59375,5.170831661616595e+19,5.170831661616595e+19,0.0008489643805660307,7423201.5,0.692048966884613,7423201.0
1,456.0266418457031,0.7101092338562012,0.6621189117431641,0.047990329563617706,291694.875,1.812188456719011e+19,1.812188456719011e+19,0.000884836190380156,11070442.0,0.6919804811477661,11070441.0
2,473.7240295410156,0.2706865668296814,0.2523927390575409,0.018293792381882668,291175.65625,9.190820445358653e+18,9.190820445358653e+18,0.0008942835265770555,15982321.0,0.6906570792198181,15982320.0
3,301.7585754394531,0.13630597293376923,0.12709391117095947,0.009212059900164604,290701.9375,3.8911092534143877e+18,3.8911092534143877e+18,0.0009062403114512563,35019.86328125,0.6884350180625916,35019.17578125
4,332.448486328125,0.10606609284877777,0.09889787435531616,0.007168214302510023,290263.4375,3.167183101105275e+18,3.167183101105275e+18,0.0009224153473041952,3371454.5,0.686286211013794,3371453.75
5,296.16802978515625,0.07236313819885254,0.06747268885374069,0.00489044887945056,289857.6875,2.120587532000297e+18,2.120587532000297e+18,0.000948340748436749,57160.4765625,0.684091329574585,57159.79296875
6,305.4757080078125,0.0774630606174469,0.07222791016101837,0.005235149525105953,289487.9375,2.0341737520774513e+18,2.0341737520774513e+18,0.0009721271344460547,1008043.875,0.6829673647880554,1008043.1875
7,294.7557067871094,0.07135210186243057,0.06652995198965073,0.004822148475795984,289158.21875,1.925762317895598e+18,1.925762317895598e+18,0.000996566261164844,10413.0859375,0.6834412217140198,10412.40234375
8,295.49920654296875,0.05501904338598251,0.051300786435604095,0.0037182564847171307,288862.28125,1.7991733451664916e+18,1.7991733451664916e+18,0.0010085026733577251,208677.984375,0.6833845376968384,208677.296875
9,292.70233154296875,0.04112981632351875,0.03835024684667587,0.002779569709673524,288602.71875,1.541812307720405e+18,1.541812307720405e+18,0.0010078689083456993,50131.546875,0.6822102069854736,50130.86328125
10,292.96044921875,0.02868245355784893,0.02674400806427002,0.0019384451443329453,288366.28125,1.441627144659665e+18,1.441627144659665e+18,0.0010179477976635098,171841.609375,0.6816374063491821,171840.921875
11,296.38580322265625,0.02744990400969982,0.025594796985387802,0.0018551091197878122,288144.75,1.4404964343894508e+18,1.4404964343894508e+18,0.0010257987305521965,542804.6875,0.6812307238578796,542804.0
12,294.98724365234375,0.01725449040532112,0.0160884577780962,0.0011660316959023476,287934.65625,1.5829061424916726e+18,1.5829061424916726e+18,0.001044846954755485,460692.84375,0.681949257850647,460692.15625
13,290.2347412109375,0.013892493210732937,0.01295367069542408,0.0009388212929479778,287731.5,1.3396944453055283e+18,1.3396944453055283e+18,0.0010578263318166137,46894.35546875,0.6825301051139832,46893.671875
