layers,neurons,obj_proxy_loss,obj_param_count
3,90,254.0959014892578,18306.0
3,90,254.0959014892578,18306.0
6,132,97.24772644042969,143283.0
5,143,126.00312042236328,126609.0
4,132,178.8834991455078,73041.0
6,104,168.0316925048828,89607.0
4,116,186.17205810546875,56769.0
5,85,226.80987548828125,45699.0
