method,best_layers,best_neurons,search_best_proxy_loss,search_best_param_count,final_best_stage,final_best_objective,final_run_time_seconds
nsga2,6,132,97.24772644042969,143283.0,lbfgs,4.310217380523682,903.7650693077594
