t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,3.61330192e-04,1.59068673e-04,7.13050365e-04
0.5,0.5128205418586731,4.11375615e-03,2.02459493e-03,4.60863113e-03
1.0,1.0256409645080566,7.28724270e-03,3.23601114e-03,9.14472342e-03
1.5,1.4871795177459717,9.54544594e-03,4.37828992e-03,1.18741989e-02
2.0,2.0,9.99724950e-03,4.58949618e-03,1.38752460e-02
