y_layer,x_coord,delta_disp_error_vs_baseline
-0.20000000298023224,0.0,-0.013023470528423786
-0.10000000149011612,0.0,-0.0021134342532604933
0.0,0.0,-0.018809383735060692
0.10000000149011612,0.0,-0.03656401112675667
0.20000000298023224,0.0,-0.05470188334584236
