scenario,run_dir,layers,neurons,checkpoint,best_stage,best_objective,temp_mae,temp_rmse,disp_mae,disp_rmse,temp_metric_scope,disp_metric_scope,temp_vs_baseline_pct,disp_vs_baseline_pct,temp_score_pct,disp_score_pct,combined_score_pct
nsga2_lbfgs5000,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/best_adam_lbfgs5000/lbfgs/nsga2/L6_N132,6,132,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/best_adam_lbfgs5000/lbfgs/nsga2/L6_N132/baseline_model_lbfgs.pth,lbfgs,0.0049284580163657665,386.9217224121094,417.94927978515625,6.242041854420677e-05,7.056733738863841e-05,paper_temp_reference_grid,paper_disp_reference_x0_only,100.868,0.246,99.139,100.0,99.57
baseline_lbfgs5000,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/baseline_adam_refine5000/lbfgs/L5_N96,5,96,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/baseline_adam_refine5000/lbfgs/L5_N96/baseline_model_lbfgs.pth,lbfgs,0.008148607797920704,387.0094299316406,417.9193115234375,0.0003179774503223598,0.0003946176148019731,paper_temp_reference_grid,paper_disp_reference_x0_only,100.891,1.254,99.117,19.63,59.374
bayesian_lbfgs5000,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/best_adam_lbfgs5000/lbfgs/bayesian/L5_N121,5,121,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/best_adam_lbfgs5000/lbfgs/bayesian/L5_N121/baseline_model_lbfgs.pth,lbfgs,0.021403033286333084,386.94049072265625,417.93804931640625,0.0005290988483466208,0.0005700244219042361,paper_temp_reference_grid,paper_disp_reference_x0_only,100.873,2.086,99.135,11.797,55.466
nsga3_lbfgs5000,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/best_adam_lbfgs5000/lbfgs/nsga3/L6_N141,6,141,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/best_adam_lbfgs5000/lbfgs/nsga3/L6_N141/baseline_model_lbfgs.pth,lbfgs,0.01512310653924942,386.919921875,417.9490051269531,0.0007999521913006902,0.0008356249309144914,paper_temp_reference_grid,paper_disp_reference_x0_only,100.868,3.154,99.14,7.803,53.472
baseline_original,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/baseline/L5_N96,5,96,/home/coder/NAS-PINNS1/NAS-PINNS2/results/quench2026/baseline/L5_N96/baseline_model_lbfgs.pth,lbfgs,3.2609121799468994,383.592041015625,413.7488708496094,0.025360414758324623,0.031351156532764435,paper_temp_reference_grid,paper_disp_reference_x0_only,100.0,100.0,100.0,0.246,50.123
