stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,47,3.47193379e-02,743.793061
lbfgs,0.100000,47,8.41845876e-03,770.973847
best:lbfgs,0.100000,47,8.41845876e-03,770.973847
