t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,9.80164311e-04,4.65390214e-04,1.21372938e-03
0.5,0.5128205418586731,2.56267607e-02,1.24446321e-02,3.09120417e-02
1.0,1.0256409645080566,5.27763350e-02,2.55651083e-02,6.20704889e-02
1.5,1.4871795177459717,6.91576672e-02,3.37940231e-02,8.13510418e-02
2.0,2.0,7.83975062e-02,3.76563147e-02,9.76637006e-02
