stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,45,4.54934036e-02,631.109860
lbfgs,1.000000,45,7.02804292e-03,689.518100
pso,1.000000,45,1.36980291e+00,665.255719
best:lbfgs,1.000000,45,7.02804292e-03,689.518100
