stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,43,3.20564660e-02,597.232907
lbfgs,0.100000,43,3.06432500e-03,622.908234
pso,0.100000,43,1.92830492e+00,618.883564
best:lbfgs,0.100000,43,3.06432500e-03,622.908234
