t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,6.01772876e-04,2.52854195e-04,1.52856112e-03
0.5,0.5128205418586731,3.25294800e-03,1.45451503e-03,3.69042158e-03
1.0,1.0256409645080566,5.67213723e-03,2.57383543e-03,8.45938921e-03
1.5,1.4871795177459717,6.66622716e-03,3.16771818e-03,8.60363245e-03
2.0,2.0,6.49830508e-03,3.05856438e-03,7.62371719e-03
