stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,43,3.66724913e-02,727.643851
lbfgs,0.100000,43,2.63282721e-03,787.864084
best:lbfgs,0.100000,43,2.63282721e-03,787.864084
