stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,47,3.19400928e-02,610.961374
lbfgs,0.100000,47,5.48820455e-03,628.325515
pso,0.100000,47,1.66105449e+00,633.462711
best:lbfgs,0.100000,47,5.48820455e-03,628.325515
