t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,2.29006010e-03,1.10958936e-03,2.64579058e-03
0.5,0.5128205418586731,1.09640333e-02,5.56884520e-03,1.08926147e-02
1.0,1.0256409645080566,1.30468148e-02,6.18249364e-03,1.60533190e-02
1.5,1.4871795177459717,1.18825494e-02,5.56809595e-03,1.33176446e-02
2.0,2.0,1.16195050e-02,4.88503883e-03,1.83477402e-02
