stage,train_loss,rel_l2,elapsed_sec
adam,0.001604504301212728,0.9658908626853905,1722.0546207111329
lbfgs,0.0019616764038801193,0.006255153510113439,240.1259779110551
pso,38.626129150390625,0.7783551918254663,32.640454126521945
