t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,1.56562522e-03,7.34881789e-04,1.98619068e-03
0.5,0.5128205418586731,2.08156402e-02,8.31715297e-03,3.16809118e-02
1.0,1.0256409645080566,3.30267857e-02,1.36719691e-02,5.12588620e-02
1.5,1.4871795177459717,3.98096990e-02,1.65912323e-02,6.27620220e-02
2.0,2.0,4.70481879e-02,1.92869231e-02,8.09736848e-02
