pipeline_run,repeat,problem,optimizer,stage_bucket,case_type,case_value,paper_beta,run_id,method,stage,domain,nu,seed,rel_l2,run_time_seconds,metrics_path,run_time_path
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.100,0.100,04,naspinn,adam,,,46,3.64304172e-02,717.999968,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_04/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_04/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.100,0.100,04,naspinn,lbfgs,,,46,2.80202414e-03,737.727135,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_04/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_04/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.100,0.100,04,naspinn,lbfgs,,,46,2.80202414e-03,737.727135,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_04/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_04/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,0.100,0.100,05,naspinn,best:lbfgs,,,47,8.41845876e-03,777.861860,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.100,0.100,05,naspinn,adam,,,47,3.47193379e-02,743.793061,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.100,0.100,05,naspinn,lbfgs,,,47,8.41845876e-03,770.973847,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.100,0.100,05,naspinn,lbfgs,,,47,8.41845876e-03,770.973847,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.100/run_05/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,0.500,0.500,01,naspinn,best:lbfgs,,,43,2.33059908e-03,675.082099,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.500,0.500,01,naspinn,adam,,,43,1.22467195e-02,649.332449,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.500,0.500,01,naspinn,lbfgs,,,43,2.33059908e-03,667.752987,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.500,0.500,01,naspinn,lbfgs,,,43,2.33059908e-03,667.752987,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_01/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,0.500,0.500,02,naspinn,best:lbfgs,,,44,5.15370388e-03,787.815043,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.500,0.500,02,naspinn,adam,,,44,2.20807792e-02,736.371983,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.500,0.500,02,naspinn,lbfgs,,,44,5.15370388e-03,780.672571,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.500,0.500,02,naspinn,lbfgs,,,44,5.15370388e-03,780.672571,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_02/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,0.500,0.500,03,naspinn,best:lbfgs,,,45,5.15290354e-03,757.765908,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.500,0.500,03,naspinn,adam,,,45,1.06717541e-01,701.572318,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.500,0.500,03,naspinn,lbfgs,,,45,5.15290354e-03,750.526593,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.500,0.500,03,naspinn,lbfgs,,,45,5.15290354e-03,750.526593,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_03/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,0.500,0.500,04,naspinn,best:lbfgs,,,46,5.22454476e-03,823.864772,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.500,0.500,04,naspinn,adam,,,46,3.12679095e-02,761.253986,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.500,0.500,04,naspinn,lbfgs,,,46,5.22454476e-03,816.593870,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.500,0.500,04,naspinn,lbfgs,,,46,5.22454476e-03,816.593870,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_04/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,0.500,0.500,05,naspinn,best:lbfgs,,,47,1.10705586e-02,824.141357,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,0.500,0.500,05,naspinn,adam,,,47,1.10721380e-02,816.288075,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,0.500,0.500,05,naspinn,lbfgs,,,47,1.10705586e-02,817.051103,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,0.500,0.500,05,naspinn,lbfgs,,,47,1.10705586e-02,817.051103,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_0.500/run_05/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,1.000,1.000,01,naspinn,best:lbfgs,,,43,3.59778381e-03,726.502959,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,1.000,1.000,01,naspinn,adam,,,43,1.14017481e-02,695.524523,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,1.000,1.000,01,naspinn,lbfgs,,,43,3.59778381e-03,718.912301,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,1.000,1.000,01,naspinn,lbfgs,,,43,3.59778381e-03,718.912301,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_01/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,1.000,1.000,02,naspinn,best:lbfgs,,,44,5.42170119e-03,810.786266,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,1.000,1.000,02,naspinn,adam,,,44,5.66374037e-03,793.206282,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,1.000,1.000,02,naspinn,lbfgs,,,44,5.42170119e-03,803.137748,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,1.000,1.000,02,naspinn,lbfgs,,,44,5.42170119e-03,803.137748,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_02/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,1.000,1.000,03,naspinn,best:lbfgs,,,45,3.38360268e-02,789.884735,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,1.000,1.000,03,naspinn,adam,,,45,1.95225221e-01,710.198646,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,1.000,1.000,03,naspinn,lbfgs,,,45,3.38360268e-02,782.522083,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,1.000,1.000,03,naspinn,lbfgs,,,45,3.38360268e-02,782.522083,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_03/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,1.000,1.000,04,naspinn,best:lbfgs,,,46,8.15484716e-03,947.393586,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,1.000,1.000,04,naspinn,adam,,,46,6.20067297e-02,866.600520,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,1.000,1.000,04,naspinn,lbfgs,,,46,8.15484716e-03,939.690572,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,1.000,1.000,04,naspinn,lbfgs,,,46,8.15484716e-03,939.690572,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_04/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,overall,beta,1.000,1.000,05,naspinn,best:lbfgs,,,47,1.36296763e-02,849.615074,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,adam,beta,1.000,1.000,05,naspinn,adam,,,47,1.36305767e-02,841.443203,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,best,beta,1.000,1.000,05,naspinn,lbfgs,,,47,1.36296763e-02,842.161955,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,bayesian,lbfgs,beta,1.000,1.000,05,naspinn,lbfgs,,,47,1.36296763e-02,842.161955,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/bayesian/paper_beta_1.000/run_05/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,overall,beta,0.100,0.100,01,naspinn,best:lbfgs,,,43,4.51257091e-03,526.819049,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,adam,beta,0.100,0.100,01,naspinn,adam,,,43,2.71562819e-02,497.617997,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,best,beta,0.100,0.100,01,naspinn,lbfgs,,,43,4.51257091e-03,519.937991,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,lbfgs,beta,0.100,0.100,01,naspinn,lbfgs,,,43,4.51257091e-03,519.937991,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.100/run_01/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,overall,beta,0.500,0.500,01,naspinn,best:lbfgs,,,43,2.76397784e-03,518.832903,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,adam,beta,0.500,0.500,01,naspinn,adam,,,43,3.50582221e-02,478.016045,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,best,beta,0.500,0.500,01,naspinn,lbfgs,,,43,2.76397784e-03,511.439325,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,lbfgs,beta,0.500,0.500,01,naspinn,lbfgs,,,43,2.76397784e-03,511.439325,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_0.500/run_01/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,overall,beta,1.000,1.000,01,naspinn,best:lbfgs,,,43,4.57574919e-03,563.200015,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,adam,beta,1.000,1.000,01,naspinn,adam,,,43,5.32278318e-02,488.421166,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,best,beta,1.000,1.000,01,naspinn,lbfgs,,,43,4.57574919e-03,554.691553,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,naspinn,lbfgs,beta,1.000,1.000,01,naspinn,lbfgs,,,43,4.57574919e-03,554.691553,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/naspinn/paper_beta_1.000/run_01/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,overall,beta,0.100,0.100,01,naspinn,best:lbfgs,,,43,3.06432500e-03,654.507753,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,adam,beta,0.100,0.100,01,naspinn,adam,,,43,3.20564660e-02,597.232907,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,best,beta,0.100,0.100,01,naspinn,lbfgs,,,43,3.06432500e-03,622.908234,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,lbfgs,beta,0.100,0.100,01,naspinn,lbfgs,,,43,3.06432500e-03,622.908234,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,pso,beta,0.100,0.100,01,naspinn,pso,,,43,1.92830492e+00,618.883564,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_pso/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_01/stage_pso/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,overall,beta,0.100,0.100,02,naspinn,best:lbfgs,,,44,4.35719786e-03,646.315163,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,adam,beta,0.100,0.100,02,naspinn,adam,,,44,1.52806536e-02,600.523816,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_adam/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_adam/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,best,beta,0.100,0.100,02,naspinn,lbfgs,,,44,4.35719786e-03,614.872693,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_best/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_best/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,lbfgs,beta,0.100,0.100,02,naspinn,lbfgs,,,44,4.35719786e-03,614.872693,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_lbfgs/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_lbfgs/run_time.txt
20260303_222758_advection_burgers2d,,advection,nsga2,pso,beta,0.100,0.100,02,naspinn,pso,,,44,2.23441234e+00,622.026642,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_pso/metrics.csv,results/pipeline_runs/20260303_222758_advection_burgers2d/artifacts/advection/nsga2/paper_beta_0.100/run_02/stage_pso/run_time.txt
