t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,2.28166421e-04,1.04476669e-04,2.89976597e-04
0.5,0.5128205418586731,1.62011091e-03,7.60208932e-04,2.15715170e-03
1.0,1.0256409645080566,2.22497551e-03,9.64314444e-04,2.64704227e-03
1.5,1.4871795177459717,2.00838151e-03,9.68829030e-04,2.65789032e-03
2.0,2.0,2.13254979e-03,9.01409832e-04,2.92056799e-03
