stage,objective_mean,objective_std,runtime_mean_s,runtime_std_s,improve_vs_adam_pct,arch
adam,79.09664789835612,74.86996170049211,864.912386007607,10.369869521392578,0.0,L6_N132
lbfgs,0.0186997248480717,0.0017593586520046,1444.922941384837,15.554659450602058,99.97635838515924,L6_N132
pso,3432.0694986979165,1886.47925577472,23.208354778587815,0.1081190570507899,-4239.083374441265,L6_N132
