layers,neurons,obj_proxy_loss,obj_param_count
5,106,287.80902099609375,70332.0
6,131,283.5218200683594,141150.0
3,158,288.4184875488281,53598.0
5,139,285.5269775390625,119733.0
3,107,290.4950256347656,25395.0
