stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,46,3.41882572e-02,717.978548
lbfgs,0.500000,46,4.13635246e-03,750.843897
pso,0.500000,46,9.57956298e-01,763.404579
best:lbfgs,0.500000,46,4.13635246e-03,750.843897
