t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,5.45893499e-01,2.54991561e-01,6.43247843e-01
0.5,0.5128205418586731,6.07995312e-01,2.57270634e-01,8.04190636e-01
1.0,1.0256409645080566,8.78272359e-01,3.92328054e-01,9.69015062e-01
1.5,1.4871795177459717,1.12200916e+00,5.07108331e-01,1.22417223e+00
2.0,2.0,1.16806818e+00,5.35551965e-01,1.52685046e+00
