epoch,total,physics,heat,visc,ic,bc,bc_disp,bc_flux,data,data_temp,data_disp
0,2222.97021484375,0.7636869549751282,0.7120748162269592,0.05161213502287865,292268.6875,8.292344293263357e+20,8.292344293263357e+20,0.0014288738602772355,106328272.0,0.7332228422164917,106328272.0
1,960.6868896484375,0.45164212584495544,0.42111915349960327,0.030523007735610008,292235.8125,2.7438101564917547e+20,2.7438101564917547e+20,0.0014694075798615813,37148796.0,0.7349900007247925,37148796.0
2,409.7873229980469,0.1965050995349884,0.18322442471981049,0.013280684128403664,292189.53125,9.885124984757341e+19,9.885124984757341e+19,0.0014571500942111015,892126.4375,0.7375959753990173,892125.6875
3,345.6334533691406,0.10803629457950592,0.10073437541723251,0.007301927078515291,292119.53125,4.453569209478781e+19,4.453569209478781e+19,0.0014560944400727749,357637.21875,0.7390105724334717,357636.46875
4,333.67095947265625,0.10267151892185211,0.09573235362768173,0.0069391727447509766,292017.96875,2.5531858464632996e+19,2.5531858464632996e+19,0.0014677747385576367,1098754.125,0.7401851415634155,1098753.375
5,343.065673828125,0.14092469215393066,0.13140076398849487,0.009523925371468067,291880.65625,1.8646325225360196e+19,1.8646325225360196e+19,0.001480499398894608,2549242.0,0.7412453889846802,2549241.25
6,344.9419250488281,0.13708043098449707,0.12781651318073273,0.009263917803764343,291714.125,1.4734310132733182e+19,1.4734310132733182e+19,0.00149342801887542,3163942.5,0.7420361638069153,3163941.75
7,313.35205078125,0.11500275880098343,0.10723097622394562,0.007771799806505442,291533.84375,1.2493945239976804e+19,1.2493945239976804e+19,0.0015040658181533217,357410.8125,0.7429355978965759,357410.0625
8,310.0000305175781,0.0957925096154213,0.08931902796030045,0.006473483983427286,291346.0625,1.2031335618194702e+19,1.2031335618194702e+19,0.0015225325478240848,183299.546875,0.7450907826423645,183298.796875
9,314.2935485839844,0.07671075314283371,0.07152684032917023,0.005183910019695759,291155.46875,1.2191114448919855e+19,1.2191114448919855e+19,0.0015482602175325155,711142.625,0.7481276988983154,711141.875
