stage,train_loss,rel_l2,elapsed_sec
adam,0.0026796709280461073,1.1793753993053029,1451.0866744983941
lbfgs,8.408083522226661e-05,0.07070657297573851,240.31896315328777
pso,36.39418029785156,0.8058511825261272,30.693282580003142
