t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,6.55741808e-04,2.59945955e-04,1.61904097e-03
0.5,0.5128205418586731,6.21634232e-03,3.05847917e-03,6.72930479e-03
1.0,1.0256409645080566,7.19163229e-03,3.47730005e-03,8.19122791e-03
1.5,1.4871795177459717,1.02784329e-02,4.99747833e-03,1.14403367e-02
2.0,2.0,1.23159797e-02,6.07061666e-03,1.29472613e-02
