stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,46,3.64304172e-02,717.999968
lbfgs,0.100000,46,2.80202414e-03,737.727135
best:lbfgs,0.100000,46,2.80202414e-03,737.727135
