t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,5.89056492e-01,2.63510942e-01,1.05481172e+00
0.5,0.5128205418586731,2.61424220e+00,1.35219955e+00,2.44164324e+00
1.0,1.0256409645080566,3.31481145e+00,1.72661042e+00,2.94154310e+00
1.5,1.4871795177459717,3.88858342e+00,2.05764961e+00,3.64796829e+00
2.0,2.0,4.84282159e+00,2.62322593e+00,3.66487336e+00
