t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,6.56936701e-04,2.88625335e-04,9.10393894e-04
0.5,0.5128205418586731,3.49633932e-03,1.66496506e-03,4.28406149e-03
1.0,1.0256409645080566,4.55046932e-03,2.15347041e-03,5.23352623e-03
1.5,1.4871795177459717,7.04968948e-03,3.59266181e-03,7.57300854e-03
2.0,2.0,8.43679599e-03,4.25700378e-03,8.43501091e-03
