stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,45,1.43945830e-02,612.942267
lbfgs,0.500000,45,4.92899395e-03,631.734768
pso,0.500000,45,1.27827754e+00,646.290991
best:lbfgs,0.500000,45,4.92899395e-03,631.734768
