stage,objective_mean,objective_std,runtime_mean_s,runtime_std_s,improve_vs_adam_pct
adam,79.09664789835612,74.86996170049211,864.912386007607,10.369869521392578,0.0
lbfgs,0.018699724848071735,0.0017593586520046047,1444.922941384837,15.554659450602058,99.97635838515924
pso,3432.0694986979165,1886.4792557747198,23.208354778587818,0.10811905705078993,-4239.083374441265
