stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,44,1.52806536e-02,600.523816
lbfgs,0.100000,44,4.35719786e-03,614.872693
pso,0.100000,44,2.23441234e+00,622.026642
best:lbfgs,0.100000,44,4.35719786e-03,614.872693
