stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,45,1.28822990e-02,783.275370
lbfgs,1.000000,45,2.87165697e-03,822.728185
pso,1.000000,45,3.13066804e+00,830.785953
best:lbfgs,1.000000,45,2.87165697e-03,822.728185
