t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,2.93637220e-04,1.41918354e-04,4.80234623e-04
0.5,0.5128205418586731,1.77988036e-03,8.54844460e-04,1.84780359e-03
1.0,1.0256409645080566,2.79111431e-03,1.40602444e-03,2.84594297e-03
1.5,1.4871795177459717,3.42404187e-03,1.69632037e-03,4.00918722e-03
2.0,2.0,4.24835260e-03,2.13534688e-03,4.26250696e-03
