stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,45,3.30308242e-02,725.597303
lbfgs,0.100000,45,3.33948847e-03,773.065758
best:lbfgs,0.100000,45,3.33948847e-03,773.065758
