t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,2.31947305e-03,1.11268985e-03,2.89547443e-03
0.5,0.5128205418586731,2.23661650e-02,1.02162594e-02,3.05966139e-02
1.0,1.0256409645080566,4.31162319e-02,1.95726864e-02,5.50379753e-02
1.5,1.4871795177459717,4.97898280e-02,2.31710095e-02,6.25073910e-02
2.0,2.0,5.43904609e-02,2.48874649e-02,8.20168257e-02
