t_requested,t_used,rel_l2_slice,mae_slice,max_abs_slice
0.0,0.0,1.62629866e-03,7.09930959e-04,2.28384137e-03
0.5,0.5128205418586731,8.64822430e-03,3.65455239e-03,1.38707757e-02
1.0,1.0256409645080566,1.40432803e-02,5.44524472e-03,2.56074667e-02
1.5,1.4871795177459717,1.91367715e-02,7.77068222e-03,3.09957266e-02
2.0,2.0,2.49132931e-02,9.74514242e-03,4.52564955e-02
