stage,train_loss,rel_l2,elapsed_sec
adam,0.0025543367955833673,1.3406710798498338,1459.5795783512294
lbfgs,9.348417370347306e-05,0.0010273235908580525,91.09574453160167
pso,20.87064552307129,0.6459375611103946,30.629070688039064
