stage,beta,seed,rel_l2,run_time_seconds
adam,0.100000,47,1.33236612e-02,485.099344
lbfgs,0.100000,47,4.82963704e-03,494.524069
best:lbfgs,0.100000,47,4.82963704e-03,494.524069
