layers,neurons,obj_proxy_loss,obj_param_count
6,131,109.09535217285156,141150.0
5,143,126.00312042236328,126609.0
5,98,193.6658935546875,60324.0
5,138,148.02919006347656,118044.0
3,107,273.2150573730469,25395.0
6,107,152.86746215820312,94758.0
6,141,94.10630798339844,163200.0
