stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,47,2.21228427e-02,799.353983
lbfgs,1.000000,47,2.84147184e-03,880.859809
pso,1.000000,47,1.32616868e+00,847.090404
best:lbfgs,1.000000,47,2.84147184e-03,880.859809
