stage,beta,seed,rel_l2,run_time_seconds
adam,1.000000,45,1.95225221e-01,710.198646
lbfgs,1.000000,45,3.38360268e-02,782.522083
best:lbfgs,1.000000,45,3.38360268e-02,782.522083
