stage,beta,seed,rel_l2,run_time_seconds
adam,0.500000,46,3.12679095e-02,761.253986
lbfgs,0.500000,46,5.22454476e-03,816.593870
best:lbfgs,0.500000,46,5.22454476e-03,816.593870
